"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy"
2014,0,0,0,0,0,1.1,1.1,1.1,1.1,1.1,2.8,8.9,11.2,17.2,19.4,19.4,19.4,19.4,19.4,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,27,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.9,29.9,29.9,29.9,29.9,33.2,38.4,44.7,48.8,55.9,59,59,59,59,59,59,60.7,60.7,60.7,60.7,60.7,60.7,63.9,69.3,73.5,81.8,91.1,91.1,91.3,101.7,105.8,105.8,105.8,106.4,111.9,117.9,126.1,131,131,131,131,131,138.8,149.4,154.4,161.2,169.8,178.2,189.6,198.8,207.1,212.9,218.1,228.4,238.2,249.3,265.1,280.3,296.9,315.2,329.3,330.3,334.5,338.4,347.7,358,366.8,378.8,389.1,397.3,408,420.6,432.9,443,449.6,458.7,474,488.2,502.4,517.6,528.5,539.8,551.8,566.9,583.2,600.6,618.4,637.1,658,672.3,690.1,705.7,99,89.6,6.8044103344816,90.4,5.62138772902208,100
2015,0,1.3,1.3,7.1,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,13.5,13.5,13.5,13.8,13.8,13.8,16.2,16.8,16.8,16.8,16.8,16.8,16.8,16.8,17.4,17.4,17.4,17.4,17.4,17.4,20.3,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,23.3,23.3,23.3,23.3,27.2,31.6,35.3,43.1,50.4,54.5,60.2,67.9,73.7,83.7,86.3,90.1,90.8,93.5,100.3,103.1,105.1,106.9,116.8,123.5,123.5,123.5,129.9,139.9,146,155.4,170.6,182.9,191.5,203.8,218.7,226.5,230.8,237.1,250.2,260.8,274.4,287.8,299,311.9,327.1,345,360,375.5,389.8,401.6,409.6,415.9,422.5,430.1,439.4,450,464.6,478.9,490,502.7,519,536.4,555.3,573.6,591.5,610.4,629,649.6,670,692,708.7,721.3,736.4,755.8,100,91.4,8.29457654133109,91.3,6.39531078212779,100
2016,2.7,2.9,3.8,3.8,3.8,3.8,3.8,4.9,7.8,16.3,16.3,16.3,16.3,16.3,18.2,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.4,23.1,23.1,23.1,23.1,25.3,31.3,34,37.4,44.6,45.4,45.4,45.4,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.7,47.5,47.5,47.5,51.7,58.1,62.9,65.2,70,76.9,76.9,76.9,80.2,90.3,97.5,102.6,102.6,102.6,102.6,104,108.3,119.2,131.5,146.2,162.4,172,180.9,187.2,194.1,205.5,216.3,226.9,231.9,232.3,234.4,238.7,250.6,263.9,279,285.4,293.2,301.9,310.2,317.1,329.5,347.1,359.2,363,372.8,373.8,376.3,385.3,390.5,393.3,393.5,402.3,415.7,422.3,429.5,437.7,447.8,458.6,474.2,491.4,504.2,516.1,532.4,546.6,557.2,569.9,589.2,602.1,610.3,616.5,624.6,633.3,645.4,660.1,670.3,678.2,686.4,695.7,708.6,719.1,730.9,740.7,752.6,767.7,781.6,790.5,100,93.4,9.04433524367601,91.4,6.53537383101465,85
2017,4.1,6.7,9.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,16.8,26.9,36.5,36.5,37.1,38.2,40.7,47.3,52.3,54.8,59.7,64.9,69,70.8,77.1,84.2,86.5,86.7,87.5,87.5,87.5,89.6,93.2,93.2,93.2,93.5,96.6,105.8,119,121.3,121.3,123.1,128.2,131.2,131.2,133.4,133.4,133.4,136.8,148.9,159.1,165,171.6,183,196.6,209.8,212.6,215.8,224.7,238,246.2,246.8,246.8,246.8,247.6,256.9,268.1,279.9,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.5,289.3,291.8,295.6,302.8,309.2,309.2,312.2,325.3,333.2,341.5,355.8,368.4,375.6,380.8,388,396.1,406.4,422.1,438,448.9,454.6,460.4,470,483.7,500.9,518.6,532.5,545.2,558.2,578,595.4,609.5,619.7,634.4,651.6,663.9,672.2,681.3,691.2,704,720,739.8,761.5,783.3,802.9,822.4,836.7,848.3,862.6,874.2,882.8,892.2,902,914.2,925.2,933.7,941.8,954.4,969.5,985.4,85,92.8,9.57601169589929,91,6.81501610008696,84
2018,0,0,0,0,0,0,0,0,0,0,3.8,15.2,18.4,18.4,18.4,18.4,18.4,18.4,18.4,19.1,21.7,29.9,39.6,43.4,43.4,43.4,47.6,54.5,58.7,58.7,58.7,61,61,61,61,61,61,61,61,61,62.9,70.6,78.2,78.2,78.9,87.6,100.5,100.6,101.1,102.9,113.6,129.2,140.8,143.4,149.3,155.3,162,166.5,172.7,180.1,184.3,186.6,188.8,189.4,189.7,189.9,190.5,190.5,190.6,191.8,192.1,192.1,192.1,193,194.1,194.2,197.1,201.2,201.5,201.5,201.5,203.3,204.9,206,207.4,208.2,212.8,222.3,237.2,243.3,252.2,257.4,261.7,271.4,274.5,282.3,288.9,290.4,292.1,295.7,300.9,310.7,328.6,348.2,360.3,368.2,371.5,376.2,383.8,388.8,395.9,405.7,416.6,427.2,438.3,450.7,461.8,474.4,482.3,491.2,506.1,524.2,544.6,566,584.7,598.8,613.7,629.5,645.3,662.3,681.2,701.5,717.8,733.4,753.1,771.3,84,93.6,8.32466215530696,90.3,7.16550378162237,95
2019,9.6,13.5,18,19.9,25,30.9,31,34,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.7,39.7,39.7,39.7,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,49.3,55.5,62.6,68.5,74.8,74.8,74.8,74.8,74.8,76.6,78.2,86.1,90.5,90.5,92.1,92.1,92.1,93,98.4,99.7,102.2,106.5,108.9,108.9,111.1,111.1,111.2,113.4,113.4,113.4,113.4,113.4,113.4,113.4,116.5,125.4,130.4,134,143.4,159.3,168,171.3,174.6,177.3,181,185.4,189.7,192.5,198.3,207.6,211.4,214.5,219.2,229.6,242.7,254.1,255.3,258.2,265.5,275.9,283,291.4,303.8,320.1,336.4,350.8,360.7,371.1,386.8,402.8,416.2,424.9,438.2,451.4,468.8,485.6,498.3,511.9,527.7,545.4,561.2,575.6,588.3,601.1,609.5,623.6,638,653.9,671.5,688.6,703.8,718.5,735.4,751.8,767.4,785.8,801.7,812.4,820.3,830.2,842.8,858,95,92.8,7.85493475466219,91.2,7.13052904379783,91
2020,3.7,4.5,10.6,18.4,20.7,22.7,22.8,22.8,22.8,24,34.2,48.9,54.6,58.8,64.4,70.9,70.9,70.9,71.8,71.8,71.8,71.8,71.8,72.7,78.1,80.7,82.6,85,86.8,86.8,86.8,87.9,90.1,97.8,107.2,113.1,114.1,119.9,119.9,120.6,123.9,131,135.6,140,140.7,140.7,140.7,144.2,148.8,154.9,155.1,155.1,155.1,157.4,161.2,166.9,173.4,175.7,175.7,175.7,175.7,181.1,189.2,198.8,205.1,208,211.4,216.1,224.9,237.5,246.3,254.1,265.8,274.5,277.8,281.7,288,295.3,305,320.8,331.9,336.4,339.2,344.1,349,355.1,365.9,375.9,384.8,396.5,404.5,408.9,416.6,426.4,435.2,444.4,457.3,469,483.3,496.2,501.4,507.2,517,532.2,540.9,544.7,549.6,554.8,561.5,568.3,578.4,588,593.8,602.4,611.2,620.3,628.1,635,641.8,652.9,666.9,677.8,689.9,703.9,720,729.3,736.6,745,756.2,759.5,765.6,775,782.4,792.6,804,821.7,91,91,6.74536878161602,91.2,7.13052904379783,80
2021,0,2.2,3.8,4.3,5.6,6.4,6.8,6.8,6.8,8,8,8,8,9.3,11.2,13.9,14.3,15.1,16.2,16.9,16.9,18.7,18.7,18.7,18.7,18.7,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,22.1,23.9,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,25.5,29.3,36.2,39.4,41.2,45.1,49.4,49.5,51.7,56.4,56.4,56.4,56.4,57.3,63.6,72.9,85.5,99,108.2,116.5,118.6,120.4,123.6,129.4,133.7,136.6,142.2,149.3,158.6,168.4,179.5,196.8,209.5,221.8,229,238.1,250,255.4,255.4,257.8,266.9,279.2,292.9,307.5,321.2,331.3,343.3,359.7,371.4,381,391.1,402,409.1,416.7,426.3,436,447.3,459,461.9,468.5,477.4,486.7,496.6,510.4,528.9,549,565.7,575.4,590.5,607.7,626.4,642.7,653.3,663.1,670.5,679.9,692.8,704.6,715.2,727.4,740.5,754.7,767.7,80,87,5.95818764390649,90.2,7.96938586787659,87
2022,9.8,21.1,21.1,21.1,21.1,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.9,23.8,23.8,23.8,23.8,23.8,23.8,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,28.3,34.4,34.4,34.4,34.4,34.9,35.3,40.1,44.8,53.3,53.3,53.3,53.3,53.3,61.8,70,70,70,72.9,80.3,94.5,95,95.1,95.1,97.3,100.6,101.8,108.3,114.7,114.7,118,130.7,147.8,155.4,158.3,160.9,166.2,167.3,167.3,170,177.8,188,196.9,207,221.2,232.1,241.6,252.6,260,268.3,277.2,283.6,285.3,285.3,285.3,288.7,300.9,311.3,316.1,323.1,328,334.9,344,351.7,360,366.5,371.4,378.2,391.2,407.9,428,440.6,455.5,465.2,469.2,472.8,479,488.6,502.5,516.8,531.9,544.2,557,566.6,571.7,580.2,589.8,600.7,614.6,628.9,642.3,656.1,668,676.1,681.9,691.4,703.8,717.4,731.6,747.1,763.5,780.2,797,87,87.4,5.85662018573853,90.1,8.00624756049924,80
2023,7.8,13.4,23.3,35.2,45.6,51.4,54.7,54.7,56.4,57.2,57.6,60.9,67.5,67.5,67.5,68.3,69.8,74.4,77.7,81.8,83.5,83.5,85,86.4,86.8,90.3,91.2,93.1,96.3,101.2,103.7,103.7,103.7,103.7,103.7,104.3,110.1,110.9,118.2,125.9,137.3,141.6,142.4,145.7,150.4,158.7,168.1,176.9,176.9,180.5,188.3,196.2,202.3,210.8,221.5,221.5,222.8,227.5,232.1,237.25,247.4,251.75,257.75,264.6,270,274.6,277.55,281.6,284.25,286.9,286.9,290.15,290.15,292,297.7,306.5,311.1,311.1,312.45,317.9,328.35,343.8,353.95,359.4,370.4,378.35,386.3,393.4,396.9,405.4,419.2,426,435.9,451.6,470.4,489.2,497.4,503.1,509.9,517.55,529.95,547.05,565.25,582.65,600.85,618.25,631.5,643.6,655.4,672.8,691.55,706.4,716.3,724.55,732.25,742.15,754.8,764.4,776.5,787.25,797.15,805.75,813.05,821.25,832.15,844.85,858.05,874.95,889.95,902.25,916.45,933.95,951.15,967.05,981.75,997.55,80,86.6,6.65582451691749,90.1,8.00624756049924,82
2024,1.6,2.4,2.6,4.2,4.2,4.2,4.7,7,9.6,16.7,18.5,20.8,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,28.4,35.3,49.5,58.3,61.9,64.8,66.2,67.1,69.2,73.55,75.7,77,78.85,79.6,81.2,84.4,91.8,100.3,106.55,110.6,112.4,113.4,114.1,117.35,117.35,117.35,118.35,119.4,120.15,122.3,126.35,128.5,128.5,136.15,144.1,152.05,153.35,155.75,160.95,169.15,180.15,188.1,195.75,205.9,213.85,219.3,222.8,228.2,238.95,250.8,263.45,278.6,288.5,300.9,304.4,307.1,315.85,317.15,319.55,323.6,325.75,329.8,335.8,340.7,347.25,354.6,362.5,372.35,380.85,387.65,393.4,398.8,403.95,409.4,417.6,427.8,441.9,457.9,473.35,487.15,499.25,513.6,532.35,546.95,561.8,577.8,586.05,600.4,608.9,616.85,627.3,642.75,651.8,661.15,670.5,687.6,707.8,727.4,747,768,782.6,791.1,804.6,822.8,841.85,863.4,879.15,888.5,898.65,910.2,924.25,938.9,952.95,82,84,4.84767985741633,88.4,7.70569774762661,77
