"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy","alt","speciesjamasakura","speciesyedoensis","cultivarNoneGiven","cultivarSomeiyoshino","locationkyoto","locationliestal","locationnyc","locationvancouver"
1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5.15,6,6.25,6.8,9.5,14,18.3,21.4,23.95,24.25,26.15,29.8,29.8,31.8,33.25,34.55,34.55,34.55,34.55,34.55,36.1,37.2,39.05,40.8,40.8,40.8,40.8,40.8,41.85,46.4,49.35,54.8,60,65.25,70.05,70.65,70.65,70.65,73.4,78.9,87.3,94.35,101.9,108.75,110.25,110.25,110.25,110.25,110.25,110.25,110.25,110.25,111.45,114.2,116.95,118.05,121.8,129,136.55,145.25,153.3,158.25,166.65,176.45,188.2,197.9,207.45,216,222.4,228.5,235.5,240.7,246.7,252.45,259.9,267.6,273.85,280.75,285.25,291.25,301.3,311.65,322.65,334.8,345.95,355.4,367.55,380.05,105,108.2,6.41872261435249,104.8,8.56089299599574,107,350,0,0,1,0,0,1,0,0
1912,0,0,0,0.5,0.75,2.5,5.65,5.65,5.65,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,8.65,10.35,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,14.6,14.6,18,21,24.55,27.85,29.6,31.3,32.05,32.05,34.65,37.95,40.6,43.45,46.3,50.8,56.65,63.55,70.8,77.65,82.65,87.25,92.75,100.3,108.1,112.35,116.35,122.05,125.1,127.35,129.1,131.6,135.6,140.15,142.9,146,151.05,155.55,158.6,158.6,161.65,165.55,167.05,170.35,174.85,178.35,184,191.6,200.4,211,220.7,225.9,228,232.05,237.45,237.6,237.6,237.7,241.65,250.25,260.5,268.8,273,273,274.75,275.95,275.95,277,280.55,281.8,285.65,290.3,296.35,302.75,308.8,316.1,321.1,327.4,334.1,341.7,350.6,360.9,367.5,370.2,374.3,377.95,384.15,392.3,402.8,411.6,423.45,434.85,447.1,461.85,477.65,497.2,514.05,528.35,544.7,107,109,5.8309518948453,104.2,8.12130257751523,86,350,0,0,1,0,0,1,0,0
1913,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.65,2.95,4.2,4.55,6.45,6.45,7.2,8.7,9.5,9.8,9.8,9.8,9.8,9.8,11.7,12.75,13.75,15.8,19.95,21.6,24.45,26.95,27.95,27.95,27.95,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.4,28.4,28.4,29.45,32.7,35.85,40.05,45.35,48.3,48.3,48.55,52,56.5,61.6,69.1,73.7,76.25,81.4,81.4,82.8,91.15,98.9,108.55,114.2,116.1,118.2,120.5,125.5,131.55,138.6,147.95,155.85,160.6,163.35,166.75,172.05,177.1,181.65,186.4,188,189.5,191.15,193.25,193.25,193.25,193.25,193.25,195.3,201.7,206.05,212.35,219.5,225.6,235.7,244.35,253.3,262.55,272.35,283.2,295.3,308.75,322.9,330.75,335.95,340.7,345.9,349.2,351.45,357.05,363.4,374.25,385.6,392.4,399.65,408.6,418.4,428.95,441.85,86,105.2,12.0083304418225,102.6,9.96884034267666,90,350,0,0,1,0,0,1,0,0
1914,0,0,0,0,0,0,0,0,0,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,4.8,5.7,6.9,8.65,8.65,8.65,8.65,13.45,18.75,22.05,26.55,26.6,30.85,33.65,37.15,37.15,38,38,38,38,38.1,41.1,41.3,41.3,41.3,45.05,51.05,58.95,65.75,71.6,76.35,77.35,78.6,84.2,92.6,97.5,103.45,104.15,105.25,107.35,111.75,114.15,116.75,118.35,120.6,123.3,126.15,127.2,127.7,128.95,134.3,140.95,149.7,157.9,167.5,173.75,179.3,187.6,195.1,199.1,203.9,209.65,219.7,228.4,239.95,252.2,257.1,260.8,264.95,269.75,277.75,286.55,295.45,306.05,318.3,328.05,333.9,338.7,345.35,354.1,364.7,374.85,380.9,384.55,391.5,402.35,412.15,419.4,426.8,436.1,440.4,443.5,447.7,453.75,459.55,465.5,470.85,476.35,90,99.4,10.5971694333912,103,9.28559218478941,99,350,0,0,1,0,0,1,0,0
1915,0,2,2,2,2.7,5.1,9.75,14.55,16.45,16.45,17.6,17.6,17.6,19.25,22.05,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,27.25,29.4,30,30,30,32.05,35.65,36.15,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.6,39.05,41.4,46.3,47.25,47.25,47.25,47.25,47.25,47.25,47.25,48.15,50.3,53.9,57.1,61.5,64.35,64.35,64.35,66.9,74.05,79.9,84.95,86.5,86.5,86.5,86.5,86.5,86.5,86.5,87.15,87.3,88.7,96.2,99.95,103.9,107.9,108.75,108.75,109.9,111.35,111.85,112.6,115.2,119.65,125.35,130.8,136.9,144.75,151.95,156.45,156.7,158.45,162.7,170.95,180.25,190.25,201,212.4,223.7,235.9,246.25,257.7,270.8,283.9,297.8,312.2,324.95,334.15,344.05,353.65,365,376.6,383.8,392.85,99,97.4,9.18150314491042,102.5,9.36008072139932,117,350,0,0,1,0,0,1,0,0
1916,3.5,9.6,16.8,19.15,19.75,22.35,27.8,29.45,29.45,29.45,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,31.45,34.55,36.55,39.25,40.6,43.6,45.45,47.9,49.65,49.65,49.65,49.65,49.65,50.05,50.75,51.35,51.35,52.65,54.35,54.35,54.35,54.35,54.35,54.35,54.85,57.45,60.2,65,65.4,65.4,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,68.6,70.55,70.55,70.55,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,73.35,77.05,83.05,88.7,94.35,101.8,108.3,115.7,123.35,129.5,135.65,141.3,145.3,146.85,149.25,153.25,158.05,159.8,159.85,160.65,164.8,171.35,180.2,188.8,196.15,202.55,209.5,217.75,225.05,229.2,233.1,236.35,241,242.5,242.9,243.45,244,246.7,248.55,251.75,259.15,266.05,268.75,273,279.4,287.7,297.65,306.15,314.7,323.2,332.55,343.25,355.35,370.45,384.85,395.65,406.3,412.5,418.7,426.4,434.75,443.6,452.8,458.4,465,117,99.8,12.5976188226188,104,10.4136662345422,97,350,0,0,1,0,0,1,0,0
1917,6.35,11.55,16.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,21.1,21.35,21.35,21.35,21.75,21.75,21.75,21.75,21.75,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,22.45,22.45,22.45,22.45,24.2,29.3,33.4,36.4,38,38.6,38.6,38.6,40.85,43.45,44,44,44,44,44,44,44,44.1,44.1,44.1,48.55,50.55,52.75,55.3,56.3,59.3,64.05,67.5,70.2,71.95,74.3,74.8,77.05,79.85,81.65,85.9,90.15,90.85,90.85,90.85,92.15,96.7,99.55,100.8,100.85,104.45,108.15,111.65,116.05,121.6,131.05,142,152.85,164.8,177.3,189.8,203.4,212.1,218.35,227.7,239.2,251.6,266.9,284.75,303.5,322.2,337.5,350,97,97.8,11.9457105272144,103.4,10.6479001581428,124,350,0,0,1,0,0,1,0,0
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.5,8.3,12.7,18.2,22.6,25.75,29,32.2,36.25,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,37.75,40.5,45.2,46.55,49.3,52.5,55.5,56.5,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,62.65,65.65,67.5,67.5,67.5,69.45,69.45,69.45,69.45,69.45,69.45,69.75,69.75,70.95,73.1,75.6,78.1,80.9,83.6,86.4,86.4,88,91.7,96.1,101.45,105.85,110.85,113.3,119.1,126.1,133.1,133.75,133.75,135.9,139.55,144.55,150,155.2,159.7,164.6,172.6,180.25,188.25,194.7,197.7,202.7,207.7,215.1,224.45,234.25,244.25,251.5,255.45,260.7,268.15,269.5,269.5,269.5,269.5,271.25,274.95,280.45,287.85,295.1,300.35,308.55,315.5,322.3,331.55,341.3,353.8,365.45,377.55,390.15,399.4,410.2,422.05,432.85,443.1,453.15,461.8,471.15,482.9,124,105.4,14.3979165159408,105.3,12.4993333155546,103,350,0,0,1,0,0,1,0,0
1919,0.5,1.05,3.3,6.05,8.6,8.6,8.6,8.6,8.6,8.9,8.9,8.9,8.9,8.9,9.7,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,13.85,18.05,19.65,22.8,27.3,33.1,37.55,39.65,44.65,48.55,49.35,49.35,49.35,49.35,55.85,62.2,68.2,73.2,75,75.65,78.65,83.65,89.5,96.1,98.75,98.75,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,100.3,105.4,109.1,114.45,119.1,120.3,121.9,121.9,121.9,121.9,121.9,121.9,121.9,123.7,129.75,136.75,142.75,148.25,152.9,156.65,164.7,173.35,178.55,183.6,187.4,190.35,194.4,199.7,206.3,209.15,209.65,209.65,210.05,211.2,213.6,214.9,215.3,215.3,215.75,215.95,219.8,227.8,235.9,244.7,251.95,259.35,268.7,279.05,291.4,303.85,315,328.7,342,355.25,366.65,103,108,11.8743420870379,103.7,11.5378603832003,112,350,0,0,1,0,0,1,0,0
1920,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.699999999999999,3.3,11.6,19.15,28.6,32.85,32.85,32.85,34.4,34.4,38.15,38.25,38.55,38.55,38.55,38.55,38.55,38.55,38.55,41.4,44,44,46.3,49.15,50.25,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,53.6,54.7,54.7,57.25,59.25,61.75,63.95,63.95,64.9,64.9,64.9,64.9,64.95,68.35,71.25,73.45,78.3,78.3,80.65,86.6,94.1,100.6,107.35,115.7,125.35,128.75,128.75,128.75,128.75,128.75,128.75,128.9,131.95,136.95,137.95,140.45,143.1,149.05,152.1,155.9,159.55,163.7,169.3,175,182.3,189.95,200.15,209.9,217.6,221.2,226.5,230.6,234.9,239.6,243.05,246.25,249.65,257.9,264.7,275.6,284.1,291.35,297.65,305.45,316.5,326.6,336.25,344,350.5,358.05,362.8,367.3,371.9,379.25,388,395.6,401.7,411.25,416.6,424,434.4,447.4,457.35,463.2,468.25,473.5,482.85,491.85,502.3,512.05,523.15,538.9,555.75,568.65,579.85,112,110.6,10.7842477716343,104,11.7284080571728,90,350,0,0,1,0,0,1,0,0
1921,6.5,9.25,12,13.1,13.9,16.7,18.3,18.3,18.3,21.8,27.3,33.8,36.95,37.7,37.7,37.7,37.7,38,38,38,39,40.3,42.8,46.55,49.8,52.3,55.7,56.5,59.95,60.75,63.6,63.6,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,64.6,64.6,64.6,64.6,64.6,64.6,64.75,65.25,66.1,67.85,67.85,68.3,68.8,71.35,71.35,71.35,76.15,80.25,81.55,81.55,81.55,82.8,85.3,88.05,91.35,96.65,100.85,106.45,111.8,116.8,119.35,119.5,120.8,122.55,126.75,132.75,140.1,148.55,153.7,156,159.6,165.2,171.35,176.1,182.9,191.15,200.75,205.8,209.95,211.95,214.5,217,223.3,232.3,243.15,253.65,262.4,264.25,264.75,264.75,265.4,265.4,267.25,269.25,271.3,274.3,280.15,283.5,289.65,296.7,305.45,310.6,318.1,324.5,332.3,339.65,345.35,349.25,353.3,361.65,371.15,379.8,389.6,399.8,411.35,425.3,439.3,452.95,467.65,90,105.2,13.2551876637036,102.5,12.5188746388093,92,350,0,0,1,0,0,1,0,0
1922,0,3.75,5.45,5.45,5.45,5.45,5.45,5.45,7.05,13.05,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.75,17.3,17.3,17.3,18.25,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,22.8,23.45,23.45,24.25,24.95,26.5,27.05,31.2,36.95,42.8,48.55,56.35,64.75,67.75,70.2,76,84.05,92.2,97.25,101.85,103.4,104.15,104.65,109.15,114.15,119.4,124.35,126.2,128.65,132.75,139,142.15,142.15,142.15,142.15,142.15,142.15,142.7,142.7,142.7,142.7,142.7,143.95,144,144.55,149.8,153.3,153.8,155.4,158.9,165.65,169.95,170.4,175,182.95,193.95,206.6,221.95,229.7,230.95,230.95,231.1,235,236.6,239.05,242.95,246.55,249.3,253.55,257.8,261,265.4,269.65,274.3,278.4,282.65,286.45,296.55,304.45,313.5,325,338.25,352.25,361.15,367.75,373,379.1,387.85,400.35,92,104.2,14.1844985811977,101,12.8149218578274,111,350,0,0,1,0,0,1,0,0
1923,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.8,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,5.25,9.75,13.15,16.4,18.4,20.05,20.05,20.1,22.5,25.05,25.05,25.1,25.55,25.55,25.55,25.55,26.95,28.8,29.05,29.3,30.35,30.35,32.35,35.1,36.85,39.25,44.25,49.05,53.05,56.2,59.1,61.35,62.05,62.15,63.7,65.1,66.9,68.55,68.55,68.55,68.55,68.6,68.9,68.9,71.15,71.2,71.2,71.2,73.65,76.35,82.6,89.4,97.85,105.7,113.9,122.45,129.75,135.5,141.5,147.25,153.3,158.15,163.4,169.7,175.55,183.7,189.5,192.3,193.05,196.75,205.75,217.75,227.6,231.5,235.1,239.75,245.25,250.25,255,259.65,265.15,272.9,281.9,288.1,293.35,302.45,310.55,316.05,322.25,329.55,340.65,354.4,367.65,380.65,395.7,412.95,430.95,447.2,462,469.8,475.75,480.6,486.1,493.6,500.45,506.95,111,101.6,10.3101891350256,103.5,11.9745099644574,98,350,0,0,1,0,0,1,0,0
1924,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.8,4.1,6.4,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.85,6.85,6.85,6.85,6.85,6.85,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,10.55,10.55,11.3,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,13,14.6,14.6,14.6,14.6,19.85,26.85,32.85,40.6,50.05,58.4,65.65,72.3,78.1,82.1,83.2,83.2,83.2,83.2,84.7,88.15,91.15,95.4,100.75,105.15,106.8,106.8,109.1,111.8,120.3,131.45,137.55,140.15,143.25,147.25,155.6,162.1,174.1,183.75,194.3,207.3,222.6,232.95,242.2,251.95,260.6,266.4,274.75,286.05,296.05,305.55,313.3,321.85,326.95,331.5,337.1,342.7,353.9,366.55,381.25,397.85,98,100.6,10.3826778819339,104.3,11.2155645818162,115,350,0,0,1,0,0,1,0,0
1925,1.45,4.15,12.55,16.8,18.9,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,21.5,22.55,25.2,29.1,30.4,30.4,30.4,31.2,31.85,32.1,32.1,32.1,35.5,40.8,43.35,49,51.8,52.25,52.5,54.3,56.6,58.85,58.85,58.85,58.85,58.85,58.85,58.85,60.5,61.55,67.4,71.05,71.05,71.4,71.85,71.85,71.85,71.85,73.6,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,77.1,79.35,79.35,79.35,79.35,79.8,80.9,84.4,85.75,85.75,88.5,92.1,98.9,105.4,112.15,119.8,126.65,133.6,142.8,148.5,156.5,163.35,168.35,176.3,182.8,189.55,195.2,200.4,203.75,208.55,218.95,227.9,233,237.35,245.5,251.55,255.05,258.85,261.9,265.65,271.1,274.8,281,285.75,289.3,297.8,308.55,315.8,324.45,333.55,342.3,349.65,356.3,364.7,376.7,390,403.85,419.85,115,101.2,11.2561094522042,105.9,11.5127948146592,104,350,0,0,1,0,0,1,0,0
1926,3.85,7.95,11.4,13.15,14.65,16.85,20.6,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,21.65,21.65,22.1,23,24,24.85,28.5,32.3,35.35,41.05,45.65,49.75,53.6,54.6,58.75,62.9,66,69.8,72.35,73.85,75.45,77.65,83.15,87.35,92,95.35,99.55,102.6,106.85,109.3,110.35,112.95,116.35,119.25,122.25,127.3,130,130,130,133.2,139.6,145.25,146.6,146.6,148.9,152.75,155.45,156.4,158.65,158.65,159.85,160.1,160.55,160.55,160.55,160.55,162.55,166.25,170.7,172.55,175.25,183.6,192.6,199.3,208,217.4,228.4,239.55,249.4,258.8,269.1,276.7,280.05,285,289.6,294.75,301.8,309.6,319.35,327.1,331.7,333.95,341.15,346.3,352.05,356.3,360.75,367,378.1,383.65,388.9,396.55,406.45,419.45,434.1,446.05,456.35,462.65,470.1,474.85,477.5,480.8,484.8,488.6,496.55,504.9,513.55,519.95,525.15,530.6,104,104,9.35414346693485,104.6,10.8341025367945,99,350,0,0,1,0,0,1,0,0
1927,0,0,0,0,0,0,0,0,0,1.5,4.2,5.05,5.95,6.4,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.5,7.85,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.6,10.6,10.6,10.6,10.6,10.6,12.35,13.75,16.15,21.35,27.1,33.35,38.1,42.25,45.3,50.7,54.4,58,61.65,64.95,68.35,69.85,71.15,71.15,71.15,72.5,72.5,72.5,75.15,79.1,84.25,90.05,96.75,102.65,109.65,115.3,119,124.3,128.7,133.15,137.05,142.1,144.65,147,149.35,153.2,160,166.95,177.9,187.15,193.75,199.95,203.5,207.25,210.85,212.8,217.4,224.35,227.9,230.3,232.85,240.45,250.25,260.55,271.95,283.4,289.45,294.2,302.55,305.9,311.15,322.2,333.05,340.3,350.2,361.75,374.55,388.9,402.15,416.95,432.65,445.3,458.15,463.45,469.5,475,479.45,486.7,498.7,99,105.4,7.43639697703128,104.8,10.6957935656967,108,350,0,0,1,0,0,1,0,0
1928,0,0,0,0,0,0.7,3.3,4.95,8.25,12.85,16.25,19.1,19.65,21.35,22.3,23.7,25.05,25.15,25.15,25.15,25.15,25.15,25.15,25.15,26.15,26.15,26.15,26.15,26.15,26.15,26.15,26.15,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.95,28.9,31.2,31.4,34.2,41.25,49.4,54.75,59.2,60.15,60.15,60.25,60.65,60.65,60.65,60.9,60.9,61.05,61.05,61.25,61.9,64.2,65.15,67.7,69.25,72.7,76.65,80.3,82.7,83.15,83.15,83.15,83.15,83.15,83.15,83.15,83.15,83.15,85,88.1,91.1,91.2,95.95,103.1,109.15,113.7,119.4,125.7,130.45,133.85,142.75,148.65,151.3,153.6,156.3,162.25,169.7,176.25,181.35,188.05,196.7,208.2,216.4,222.8,230.2,236.95,245.85,252.15,253.75,255.1,255.95,257.65,259.6,261.85,264.55,268,275.55,285.6,296.9,306.1,316.2,326,335.05,346.75,359.35,369.95,378.25,387,398.5,407.8,410.65,413.85,415.75,421.1,427.2,435.4,442.8,108,104.8,6.97853852894716,103.2,8.46955331368386,105,350,0,0,1,0,0,1,0,0
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4.3,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,6.35,9.8,11.35,14.15,14.15,14.15,14.15,14.15,14.45,15.4,19.8,25.55,32,38.8,45.7,51.3,55.45,60,62.9,66,68.25,72.45,77.65,82.7,87.75,89.9,89.9,89.9,89.9,89.9,89.9,93.15,97.7,102.95,104.75,107.7,109.8,112.25,115.35,120.4,125.1,129.9,139.45,147.2,148.35,149.55,151.9,154.65,158.45,160.75,166.2,173.5,182.85,190.7,198.4,203.75,208.85,215.75,226.3,240.3,249.5,260.7,268.3,275.2,282.2,292.4,303.4,313,322,331.7,105,106.2,5.89067059000926,103.4,8.48789988421426,122,350,0,0,1,0,0,1,0,0
1930,0,2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.65,8.75,12.75,16.55,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,19.7,20.45,22.4,22.4,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.8,27.4,31.9,32.75,32.8,34.15,36.7,39.95,43.95,46.2,50.9,53.9,56.35,61,61,61,61,64.55,71.9,75.8,79.85,84.95,86.5,86.5,86.65,87.8,91.75,94.2,96.5,101.15,104.05,109.95,116.55,121.65,125.75,133.95,144.1,152.9,157.75,164.3,169.65,174.25,178.75,182.55,187.65,194.7,203.65,209.65,212.5,212.75,212.75,212.9,215.85,216.1,218.7,224.6,232.15,241.15,250.2,261.7,272.75,283.65,294.9,306.95,315.25,320.2,326.6,336.1,345.85,356.2,363.05,366.65,370.7,374.8,378.55,385.85,392.05,398.4,408.55,419.85,430.9,122,107.6,8.67755725996665,104.4,10.0576118216779,109,350,0,0,1,0,0,1,0,0
