"","DATE","TMAX","TMIN","PRCP","SNWD","TAVG"
"30738",1985-02-26,11,1.7,0,40,6.35
"30739",1985-02-27,10.3,1.6,0,30,5.95
"30740",1985-02-28,8.9,2.8,0,0,5.85
"30741",1985-03-01,12.5,2,44,0,7.25
"30742",1985-03-02,6.1,2.9,57,0,4.5
"30743",1985-03-03,9.7,0.9,0,0,5.3
"30744",1985-03-04,8.1,2.7,27,0,5.4
"30745",1985-03-05,5.3,4.2,42,0,4.75
"30746",1985-03-06,8,4.7,14,0,6.35
"30747",1985-03-07,6.6,4.4,1,0,5.5
"30748",1985-03-08,7.9,3.9,0,0,5.9
"30749",1985-03-09,9.2,-0.1,0,0,4.55
"30750",1985-03-10,9,-1.2,0,0,3.9
"30751",1985-03-11,5.3,2,0,0,3.65
"30752",1985-03-12,4.7,0.5,0,0,2.6
"30753",1985-03-13,4.7,0.7,0,0,2.7
"30754",1985-03-14,7.4,2.4,0,0,4.9
"30755",1985-03-15,6.2,1,0,0,3.6
"30756",1985-03-16,6.4,-0.1,1,0,3.15
"30757",1985-03-17,3.5,-1,9,10,1.25
"30758",1985-03-18,0.4,-1.7,1,20,-0.65
"30759",1985-03-19,1.2,-3.2,0,10,-1
"30760",1985-03-20,8.9,-3.2,0,0,2.85
"30761",1985-03-21,9.3,-1.5,0,0,3.9
"30762",1985-03-22,12.7,3,10,0,7.85
"30763",1985-03-23,10.5,3.2,1,0,6.85
"30764",1985-03-24,9.5,2.7,54,0,6.1
"30765",1985-03-25,15.6,3,23,0,9.3
"30766",1985-03-26,16.1,7.3,21,0,11.7
"30767",1985-03-27,10,1.7,40,0,5.85
"30768",1985-03-28,5.6,0.7,8,0,3.15
"30769",1985-03-29,10.5,-0.7,0,0,4.9
"30770",1985-03-30,17.4,0.3,0,0,8.85
"30771",1985-03-31,15.8,5.4,0,0,10.6
"30772",1985-04-01,21,5.7,2,0,13.35
"30773",1985-04-02,16.8,9.2,0,0,13
"30774",1985-04-03,21.3,6.9,0,0,14.1
"30775",1985-04-04,25.2,7.5,0,0,16.35
"30776",1985-04-05,16.3,7,0,0,11.65
"30777",1985-04-06,14.2,7.9,23,0,11.05
"30778",1985-04-07,20.6,5,145,0,12.8
"30779",1985-04-08,11.6,7.3,95,0,9.45
"30780",1985-04-09,13.1,7.2,105,0,10.15
"30781",1985-04-10,12.5,6.2,40,0,9.35
"30782",1985-04-11,13.1,4.1,19,0,8.6
"30783",1985-04-12,9,2.8,47,0,5.9
"30784",1985-04-13,10.4,3.3,148,0,6.85
"30785",1985-04-14,11,3.1,15,0,7.05
"30786",1985-04-15,10.8,4.2,2,0,7.5
"30787",1985-04-16,11.8,3.2,25,0,7.5
"30788",1985-04-17,15.8,6.6,0,0,11.2
"30789",1985-04-18,16.5,4.8,0,0,10.65
"30790",1985-04-19,18.8,2.3,0,0,10.55
"30791",1985-04-20,21.9,5.2,0,0,13.55
"30792",1985-04-21,23.3,8,0,0,15.65
"30793",1985-04-22,21.6,8.5,0,0,15.05
"30794",1985-04-23,17,6.8,11,0,11.9
"30795",1985-04-24,11.7,1.8,0,0,6.75
"30796",1985-04-25,16.2,0.5,0,0,8.35
"30797",1985-04-26,7.5,0.6,0,0,4.05
"30798",1985-04-27,12.8,-0.8,126,0,6
"30799",1985-04-28,7.9,0.6,0,20,4.25
"30800",1985-04-29,7.6,2.5,0,0,5.05
"30801",1985-04-30,11,6.9,5,0,8.95
"30802",1985-05-01,15.6,9.4,3,0,12.5
"30803",1985-05-02,12.3,4.1,98,0,8.2
"30804",1985-05-03,11.1,1.5,0,0,6.3
"30805",1985-05-04,12.2,-0.3,0,0,5.95
"30806",1985-05-05,18.1,6.3,0,0,12.2
"30807",1985-05-06,18.5,3.8,1,0,11.15
"30808",1985-05-07,15.2,8.4,275,0,11.8
"30809",1985-05-08,11.9,7.7,158,0,9.8
"30810",1985-05-09,10,7.5,58,0,8.75
"30811",1985-05-10,15.4,7.1,23,0,11.25
"30812",1985-05-11,14.8,7.7,0,0,11.25
"30813",1985-05-12,17.8,9.1,0,0,13.45
"30814",1985-05-13,18.1,8.9,0,0,13.5
"30815",1985-05-14,18.5,9.5,0,0,14
"30816",1985-05-15,20.3,9.7,0,0,15
"30817",1985-05-16,21.5,8.5,0,0,15
"30818",1985-05-17,18.4,9.8,75,0,14.1
"30819",1985-05-18,17.5,10.1,13,0,13.8
"30820",1985-05-19,22.6,10.2,56,0,16.4
"30821",1985-05-20,21.8,11.4,138,0,16.6
"30822",1985-05-21,17.8,10.9,18,0,14.35
"30823",1985-05-22,16.3,9.9,1,0,13.1
"30824",1985-05-23,16.6,8.9,89,0,12.75
"30825",1985-05-24,22.8,6.6,0,0,14.7
"30826",1985-05-25,26.6,9.6,0,0,18.1
"30827",1985-05-26,28.1,11.3,0,0,19.7
"30828",1985-05-27,26.1,13.2,38,0,19.65
"30829",1985-05-28,19.1,13.7,18,0,16.4
"30830",1985-05-29,15.9,11.4,0,0,13.65
"30831",1985-05-30,16.8,11.5,0,0,14.15
"30832",1985-05-31,23.7,12.6,0,0,18.15
"30833",1985-06-01,24.8,10.2,0,0,17.5
"30834",1985-06-02,24.8,10.6,0,0,17.7
"30835",1985-06-03,26.5,9.6,0,0,18.05
"30836",1985-06-04,27.7,12.5,8,0,20.1
"30837",1985-06-05,27.5,16,0,0,21.75
"30838",1985-06-06,25.6,15.7,259,0,20.65
"30839",1985-06-07,22.2,12.6,135,0,17.4
"30840",1985-06-08,15.1,6.4,1,0,10.75
"30841",1985-06-09,15.3,5,2,0,10.15
"30842",1985-06-10,17.3,9.2,44,0,13.25
"30843",1985-06-11,14.9,7.8,0,0,11.35
"30844",1985-06-12,20.4,7.5,0,0,13.95
"30845",1985-06-13,19.4,8.1,0,0,13.75
"30846",1985-06-14,22.1,7.8,96,0,14.95
"30847",1985-06-15,17.5,7.7,5,0,12.6
"30848",1985-06-16,18.9,6.2,0,0,12.55
"30849",1985-06-17,19.3,8.7,0,0,14
"30850",1985-06-18,21.9,9,0,0,15.45
"30851",1985-06-19,21.5,9.4,97,0,15.45
"30852",1985-06-20,17,10.5,0,0,13.75
"30853",1985-06-21,22.5,9.3,9,0,15.9
"30854",1985-06-22,18.6,9.7,23,0,14.15
"30855",1985-06-23,19.5,9.9,49,0,14.7
"30856",1985-06-24,19.8,11.7,2,0,15.75
"30857",1985-06-25,18.1,12,0,0,15.05
"30858",1985-06-26,19.9,12.5,46,0,16.2
"30859",1985-06-27,19.3,10.8,0,0,15.05
"30860",1985-06-28,20.5,11.4,0,0,15.95
"30861",1985-06-29,23,10,0,0,16.5
"30862",1985-06-30,26.2,10.2,11,0,18.2
"30863",1985-07-01,26,15.7,0,0,20.85
"30864",1985-07-02,24.5,13.7,0,0,19.1
"30865",1985-07-03,28.4,11.1,0,0,19.75
"30866",1985-07-04,26.4,16,105,0,21.2
"30867",1985-07-05,20.8,14.7,92,0,17.75
"30868",1985-07-06,23.8,16.1,107,0,19.95
"30869",1985-07-07,23.6,13.4,0,0,18.5
"30870",1985-07-08,24.1,11.8,0,0,17.95
"30871",1985-07-09,24.7,10.5,0,0,17.6
"30872",1985-07-10,24,13,0,0,18.5
"30873",1985-07-11,24,12.2,0,0,18.1
"30874",1985-07-12,25.2,12.4,0,0,18.8
"30875",1985-07-13,28.6,13.3,0,0,20.95
"30876",1985-07-14,31.6,16.7,137,0,24.15
"30877",1985-07-15,25.5,16.6,7,0,21.05
"30878",1985-07-16,21.6,15.9,54,0,18.75
"30879",1985-07-17,26.5,15.2,0,0,20.85
"30880",1985-07-18,27.9,14.6,81,0,21.25
"30881",1985-07-19,25.9,16.4,1,0,21.15
"30882",1985-07-20,22.4,15,0,0,18.7
"30883",1985-07-21,20.8,10.6,0,0,15.7
"30884",1985-07-22,25.6,10.7,0,0,18.15
"30885",1985-07-23,27.1,14.9,0,0,21
"30886",1985-07-24,28.4,12.9,0,0,20.65
"30887",1985-07-25,31.4,14.9,0,0,23.15
"30888",1985-07-26,35.5,17.6,0,0,26.55
"30889",1985-07-27,24.1,17,0,0,20.55
"30890",1985-07-28,32.8,15.6,0,0,24.2
"30891",1985-07-29,21.1,15,13,0,18.05
"30892",1985-07-30,20.6,14.8,0,0,17.7
"30893",1985-07-31,21.5,14.2,0,0,17.85
"30894",1985-08-01,23,12.2,0,0,17.6
"30895",1985-08-02,23.3,13.9,0,0,18.6
"30896",1985-08-03,23.5,12.1,27,0,17.8
"30897",1985-08-04,21.9,13.4,0,0,17.65
"30898",1985-08-05,29.1,12.3,16,0,20.7
"30899",1985-08-06,16.1,10.4,39,0,13.25
"30900",1985-08-07,18.9,10,0,0,14.45
"30901",1985-08-08,23.7,11.5,0,0,17.6
"30902",1985-08-09,29.9,12.5,0,0,21.2
"30903",1985-08-10,22.7,12.6,4,0,17.65
"30904",1985-08-11,27.7,11.3,0,0,19.5
"30905",1985-08-12,28.6,16.8,0,0,22.7
"30906",1985-08-13,29.8,15.7,0,0,22.75
"30907",1985-08-14,35.5,17.1,0,0,26.3
"30908",1985-08-15,28.1,15.7,2,0,21.9
"30909",1985-08-16,25.6,15.8,0,0,20.7
"30910",1985-08-17,22.5,11.7,0,0,17.1
"30911",1985-08-18,23.4,11.3,0,0,17.35
"30912",1985-08-19,28.3,12.8,4,0,20.55
"30913",1985-08-20,24.3,14.3,0,0,19.3
"30914",1985-08-21,28.3,11.9,0,0,20.1
"30915",1985-08-22,29.7,13.5,22,0,21.6
"30916",1985-08-23,26.8,15.5,0,0,21.15
"30917",1985-08-24,27.7,13.6,128,0,20.65
"30918",1985-08-25,15.3,11.6,79,0,13.45
"30919",1985-08-26,16.6,10.8,59,0,13.7
"30920",1985-08-27,20.9,9.1,0,0,15
"30921",1985-08-28,23.1,6.6,0,0,14.85
"30922",1985-08-29,23.7,8.2,0,0,15.95
"30923",1985-08-30,26.2,9.2,0,0,17.7
"30924",1985-08-31,26.9,12.6,13,0,19.75
"30925",1985-09-01,24,14.5,0,0,19.25
"30926",1985-09-02,23.3,9.7,0,0,16.5
"30927",1985-09-03,22.2,12.6,188,0,17.4
"30928",1985-09-04,18.9,13.4,0,0,16.15
"30929",1985-09-05,23.1,12.9,96,0,18
"30930",1985-09-06,18.9,7.6,0,0,13.25
"30931",1985-09-07,17.9,4.8,0,0,11.35
"30932",1985-09-08,22.1,5.6,0,0,13.85
"30933",1985-09-09,19.1,9.1,0,0,14.1
"30934",1985-09-10,19.6,5.4,0,0,12.5
"30935",1985-09-11,24.1,7.5,0,0,15.8
"30936",1985-09-12,25.5,9.3,0,0,17.4
"30937",1985-09-13,25.5,10.9,95,0,18.2
"30938",1985-09-14,17.6,12.5,0,0,15.05
"30939",1985-09-15,16,10.3,25,0,13.15
"30940",1985-09-16,17.3,7.9,0,0,12.6
"30941",1985-09-17,22,8.1,0,0,15.05
"30942",1985-09-18,25.1,10.7,0,0,17.9
"30943",1985-09-19,27.6,13.5,0,0,20.55
"30944",1985-09-20,26.9,13.4,0,0,20.15
"30945",1985-09-21,26.9,14.3,0,0,20.6
"30946",1985-09-22,27.7,14,0,0,20.85
"30947",1985-09-23,26.9,14,0,0,20.45
"30948",1985-09-24,25.7,12.7,0,0,19.2
"30949",1985-09-25,25,12.9,0,0,18.95
"30950",1985-09-26,19.7,11.3,0,0,15.5
"30951",1985-09-27,23,10,0,0,16.5
"30952",1985-09-28,23,10.1,0,0,16.55
"30953",1985-09-29,22.3,8.8,0,0,15.55
"30954",1985-09-30,23.7,8.8,0,0,16.25
"30955",1985-10-01,26.5,11.4,0,0,18.95
"30956",1985-10-02,27.2,14.8,1,0,21
"30957",1985-10-03,29.6,14.3,0,0,21.95
"30958",1985-10-04,26.7,14.2,0,0,20.45
"30959",1985-10-05,21,14.5,47,0,17.75
"30960",1985-10-06,17.1,13.5,0,0,15.3
"30961",1985-10-07,22.6,12.6,1,0,17.6
"30962",1985-10-08,17.6,7.9,0,0,12.75
"30963",1985-10-09,16.6,5.2,0,0,10.9
"30964",1985-10-10,17,8.5,0,0,12.75
"30965",1985-10-11,18.7,6.5,0,0,12.6
"30966",1985-10-12,19.7,6.3,0,0,13
"30967",1985-10-13,15.3,3.6,0,0,9.45
"30968",1985-10-14,15.5,1.6,0,0,8.55
"30969",1985-10-15,15.1,2.8,0,0,8.95
"30970",1985-10-16,15,4.9,0,0,9.95
"30971",1985-10-17,15.5,4.6,0,0,10.05
"30972",1985-10-18,17.3,3.8,0,0,10.55
"30973",1985-10-19,10.8,5.1,0,0,7.95
"30974",1985-10-20,11.3,3.6,0,0,7.45
"30975",1985-10-21,12.4,1,0,0,6.7
"30976",1985-10-22,8.2,4.8,0,0,6.5
"30977",1985-10-23,11.7,4.1,0,0,7.9
"30978",1985-10-24,11.4,3.1,0,0,7.25
"30979",1985-10-25,12.8,-0.2,0,0,6.3
"30980",1985-10-26,12.7,-0.2,0,0,6.25
"30981",1985-10-27,11.1,2,0,0,6.55
"30982",1985-10-28,6.4,1.2,0,0,3.8
"30983",1985-10-29,4.2,1,0,0,2.6
"30984",1985-10-30,8.6,2.5,0,0,5.55
"30985",1985-10-31,12.7,2.6,40,0,7.65
"30986",1985-11-01,10.3,6,18,0,8.15
"30987",1985-11-02,10.9,4.9,0,0,7.9
"30988",1985-11-03,8.4,0.5,0,0,4.45
"30989",1985-11-04,11.1,-1.7,27,0,4.7
"30990",1985-11-05,19.2,6.1,129,0,12.65
"30991",1985-11-06,8.4,0.5,22,0,4.45
"30992",1985-11-07,11,-0.4,0,0,5.3
"30993",1985-11-08,10,3.7,42,0,6.85
"30994",1985-11-09,16.5,9.5,25,0,13
"30995",1985-11-10,16.8,3.9,49,0,10.35
"30996",1985-11-11,5.7,-1.8,0,0,1.95
"30997",1985-11-12,4.9,-2.7,0,0,1.1
"30998",1985-11-13,1.3,-0.7,2,0,0.3
"30999",1985-11-14,2.9,-0.9,5,0,1
"31000",1985-11-15,2.4,-1.6,0,0,0.4
"31001",1985-11-16,1.5,-2.3,0,0,-0.4
"31002",1985-11-17,-0.3,-2.2,0,0,-1.25
"31003",1985-11-18,-0.8,-3.3,2,0,-2.05
"31004",1985-11-19,-1.2,-3.5,1,10,-2.35
"31005",1985-11-20,-1.6,-2.7,3,10,-2.15
"31006",1985-11-21,-0.5,-2.6,16,20,-1.55
"31007",1985-11-22,-0.9,-4.2,16,30,-2.55
"31008",1985-11-23,0.7,-2.2,1,60,-0.75
"31009",1985-11-24,-1.3,-3.6,0,60,-2.45
"31010",1985-11-25,-0.6,-3.2,5,40,-1.9
"31011",1985-11-26,-1,-5.2,0,50,-3.1
"31012",1985-11-27,0.3,-5.5,0,50,-2.6
"31013",1985-11-28,2.9,-5.2,42,40,-1.15
"31014",1985-11-29,1.9,-0.2,20,30,0.85
"31015",1985-11-30,4.7,1.7,17,30,3.2
"31016",1985-12-01,7.7,1.4,0,0,4.55
"31017",1985-12-02,9.7,1.2,0,0,5.45
"31018",1985-12-03,12.6,1.1,0,0,6.85
"31019",1985-12-04,12.3,4.8,0,0,8.55
"31020",1985-12-05,11.9,0.4,0,0,6.15
"31021",1985-12-06,12.3,4.1,0,0,8.2
"31022",1985-12-07,9.9,3.7,0,0,6.8
"31023",1985-12-08,9.1,3.9,0,0,6.5
"31024",1985-12-09,10.1,2.6,66,0,6.35
"31025",1985-12-10,7.6,0.1,0,0,3.85
"31026",1985-12-11,0.4,-1.7,0,0,-0.65
"31027",1985-12-12,2,-1.5,0,0,0.25
"31028",1985-12-13,2.7,-3.9,1,0,-0.6
"31029",1985-12-14,6.1,0.1,0,0,3.1
"31030",1985-12-15,10.3,1.7,0,0,6
"31031",1985-12-16,11.3,4.2,1,0,7.75
"31032",1985-12-17,5.7,3,0,0,4.35
"31033",1985-12-18,6.8,2.6,2,0,4.7
"31034",1985-12-19,7.7,3.9,0,0,5.8
"31035",1985-12-20,6.4,0.9,0,0,3.65
"31036",1985-12-21,6.7,-0.5,0,0,3.1
"31037",1985-12-22,7.4,-1.1,0,0,3.15
"31038",1985-12-23,7.1,-1.4,0,0,2.85
"31039",1985-12-24,8.5,0.5,1,0,4.5
"31040",1985-12-25,7.2,3.8,183,0,5.5
"31041",1985-12-26,10.8,6.2,9,0,8.5
"31042",1985-12-27,9.8,4.6,54,0,7.2
"31043",1985-12-28,5.5,1.2,94,0,3.35
"31044",1985-12-29,2.9,-3.1,1,0,-0.1
"31045",1985-12-30,-0.7,-4.9,0,0,-2.8
"31046",1985-12-31,-2.8,-6,0,0,-4.4
"31047",1986-01-01,-0.2,-5.5,18,0,-2.85
"31048",1986-01-02,10.1,-1.3,6,10,4.4
"31049",1986-01-03,10.8,3.9,32,0,7.35
"31050",1986-01-04,5.9,-5.3,0,50,0.3
"31051",1986-01-05,5.8,-5.7,0,30,0.0499999999999998
"31052",1986-01-06,3.8,1,2,0,2.4
"31053",1986-01-07,3.9,-0.9,0,0,1.5
"31054",1986-01-08,2.9,-0.1,21,0,1.4
"31055",1986-01-09,2.2,0,6,10,1.1
"31056",1986-01-10,3.3,-0.2,64,0,1.55
"31057",1986-01-11,8.5,2.9,166,0,5.7
"31058",1986-01-12,5.1,1.5,48,0,3.3
"31059",1986-01-13,8.2,3.3,31,0,5.75
"31060",1986-01-14,11.8,3.4,69,0,7.6
"31061",1986-01-15,6.2,2,4,0,4.1
"31062",1986-01-16,3.7,1.4,17,0,2.55
"31063",1986-01-17,3.4,-0.4,0,0,1.5
"31064",1986-01-18,9.5,-1.6,0,0,3.95
"31065",1986-01-19,12.8,3.1,67,0,7.95
"31066",1986-01-20,7,0.2,10,0,3.6
"31067",1986-01-21,6.2,-2.1,0,0,2.05
"31068",1986-01-22,7.3,1.6,7,0,4.45
"31069",1986-01-23,11.6,6.2,270,0,8.9
"31070",1986-01-24,8.3,-0.4,10,0,3.95
"31071",1986-01-25,0.8,-0.3,1,0,0.25
"31072",1986-01-26,2,-3.7,42,10,-0.85
"31073",1986-01-27,-0.8,-5.8,0,40,-3.3
"31074",1986-01-28,3.5,-5.6,0,30,-1.05
"31075",1986-01-29,0.9,-2,0,20,-0.55
"31076",1986-01-30,-1.4,-4.8,0,20,-3.1
"31077",1986-01-31,1.1,-4.9,0,20,-1.9
"31078",1986-02-01,1.2,-1.9,45,20,-0.35
"31079",1986-02-02,1.1,-2.4,0,80,-0.65
"31080",1986-02-03,3.1,0.2,0,60,1.65
"31081",1986-02-04,2.9,0.2,0,50,1.55
"31082",1986-02-05,0.3,-1.2,0,30,-0.45
"31083",1986-02-06,0.1,-1.5,0,30,-0.7
"31084",1986-02-07,-1.3,-3.9,8,30,-2.6
"31085",1986-02-08,-3.8,-11.8,1,60,-7.8
"31086",1986-02-09,-9.6,-12.6,11,60,-11.1
"31087",1986-02-10,-9.3,-14.8,0,70,-12.05
"31088",1986-02-11,-5.2,-15.8,0,70,-10.5
"31089",1986-02-12,-3.1,-10.2,0,60,-6.65
"31090",1986-02-13,-3.1,-13.3,0,60,-8.2
"31091",1986-02-14,-1.1,-8.7,0,60,-4.9
"31092",1986-02-15,-0.4,-8.6,0,60,-4.5
"31093",1986-02-16,1.2,-4.6,0,60,-1.7
"31094",1986-02-17,-0.7,-5.2,26,50,-2.95
"31095",1986-02-18,-1.5,-5.4,144,80,-3.45
"31096",1986-02-19,-3.4,-6.2,0,230,-4.8
"31097",1986-02-20,-2.3,-8.3,0,210,-5.3
"31098",1986-02-21,-1,-12.2,0,190,-6.6
"31099",1986-02-22,0,-14.9,24,180,-7.45
"31100",1986-02-23,-3.7,-6.8,240,190,-5.25
"31101",1986-02-24,-3.8,-10.8,15,400,-7.3
"31102",1986-02-25,-6.1,-12.2,0,400,-9.15
"31103",1986-02-26,-3.1,-13,0,370,-8.05
"31104",1986-02-27,-3.1,-10.2,56,370,-6.65
"31105",1986-02-28,0.2,-5.9,1,420,-2.85
"31106",1986-03-01,0.7,-4.6,0,390,-1.95
"31107",1986-03-02,0.9,-7,0,370,-3.05
"31108",1986-03-03,0.7,-6.4,22,350,-2.85
"31109",1986-03-04,3.3,-3.3,2,360,0
"31110",1986-03-05,9.4,0.8,5,300,5.1
"31111",1986-03-06,11,2.8,15,230,6.9
"31112",1986-03-07,7.1,0,0,180,3.55
"31113",1986-03-08,1.3,-2.2,4,150,-0.45
"31114",1986-03-09,7.1,-2.1,0,150,2.5
"31115",1986-03-10,6.5,-5.5,0,110,0.5
"31116",1986-03-11,6.8,-3.5,0,80,1.65
"31117",1986-03-12,2.8,1,0,80,1.9
"31118",1986-03-13,8.2,-0.7,0,80,3.75
"31119",1986-03-14,7.6,-0.2,0,60,3.7
"31120",1986-03-15,9.4,-0.9,0,50,4.25
"31121",1986-03-16,13.5,-0.4,0,20,6.55
"31122",1986-03-17,15.8,1.8,0,0,8.8
"31123",1986-03-18,15.1,1.7,0,0,8.4
"31124",1986-03-19,8.6,4.1,54,0,6.35
"31125",1986-03-20,10.8,3.7,23,0,7.25
"31126",1986-03-21,7.2,0.6,1,0,3.9
"31127",1986-03-22,10.6,-1,0,0,4.8
"31128",1986-03-23,11.4,4.2,48,0,7.8
"31129",1986-03-24,15.4,4.7,21,0,10.05
"31130",1986-03-25,10,2.1,16,0,6.05
"31131",1986-03-26,9.2,1.8,0,0,5.5
"31132",1986-03-27,15.1,2.6,0,0,8.85
"31133",1986-03-28,13.8,4.5,23,0,9.15
"31134",1986-03-29,12.9,3.5,37,0,8.2
"31135",1986-03-30,10.6,1.8,5,0,6.2
"31136",1986-03-31,15.6,4.9,25,0,10.25
"31137",1986-04-01,12.7,4.3,0,0,8.5
"31138",1986-04-02,15.5,5.4,170,0,10.45
"31139",1986-04-03,8.6,3.9,234,0,6.25
"31140",1986-04-04,8.6,3,1,0,5.8
"31141",1986-04-05,3.3,1.1,107,0,2.2
"31142",1986-04-06,6.4,0.7,6,0,3.55
"31143",1986-04-07,12.8,3,0,0,7.9
"31144",1986-04-08,14.5,6.6,0,0,10.55
"31145",1986-04-09,13.1,6.5,154,0,9.8
"31146",1986-04-10,6.4,0.8,54,0,3.6
"31147",1986-04-11,0.9,-1.4,12,50,-0.25
"31148",1986-04-12,1.9,-3.4,4,60,-0.75
"31149",1986-04-13,5.5,-4.3,0,0,0.6
"31150",1986-04-14,11.1,1.5,0,0,6.3
"31151",1986-04-15,15.9,2.4,3,0,9.15
"31152",1986-04-16,15.3,7.4,22,0,11.35
"31153",1986-04-17,12.5,5.1,80,0,8.8
"31154",1986-04-18,11,2.9,35,0,6.95
"31155",1986-04-19,8.8,3.1,6,0,5.95
"31156",1986-04-20,9.2,3.8,71,0,6.5
"31157",1986-04-21,19.6,7,120,0,13.3
"31158",1986-04-22,9.5,3.1,217,0,6.3
"31159",1986-04-23,11.1,4.5,0,0,7.8
"31160",1986-04-24,10.6,6.5,83,0,8.55
"31161",1986-04-25,16.9,7.6,0,0,12.25
"31162",1986-04-26,19.4,8.9,75,0,14.15
"31163",1986-04-27,12,7.3,55,0,9.65
"31164",1986-04-28,10,7.2,35,0,8.6
"31165",1986-04-29,10.8,9.2,92,0,10
"31166",1986-04-30,12,9.7,8,0,10.85
"31167",1986-05-01,18.3,8.1,0,0,13.2
"31168",1986-05-02,24.7,7.1,4,0,15.9
"31169",1986-05-03,24.5,9.1,0,0,16.8
"31170",1986-05-04,21.1,9.6,0,0,15.35
"31171",1986-05-05,20.8,12.2,11,0,16.5
"31172",1986-05-06,23.8,10.2,77,0,17
"31173",1986-05-07,16.3,8.4,123,0,12.35
"31174",1986-05-08,17,7.1,3,0,12.05
"31175",1986-05-09,16.6,8.7,0,0,12.65
"31176",1986-05-10,20.7,6.7,0,0,13.7
"31177",1986-05-11,20.7,10.8,26,0,15.75
"31178",1986-05-12,23.9,11.3,0,0,17.6
"31179",1986-05-13,23.6,13,16,0,18.3
"31180",1986-05-14,17.4,12,61,0,14.7
"31181",1986-05-15,14.7,11,98,0,12.85
"31182",1986-05-16,15.9,9.8,146,0,12.85
"31183",1986-05-17,24.2,11.3,0,0,17.75
"31184",1986-05-18,27.4,15.2,8,0,21.3
"31185",1986-05-19,21.7,15.3,7,0,18.5
"31186",1986-05-20,28.4,16.3,8,0,22.35
"31187",1986-05-21,19.3,13.6,15,0,16.45
"31188",1986-05-22,21.6,10.7,0,0,16.15
"31189",1986-05-23,25.4,11,4,0,18.2
"31190",1986-05-24,18,8.4,4,0,13.2
"31191",1986-05-25,22.8,6.6,0,0,14.7
"31192",1986-05-26,28.3,10.4,207,0,19.35
"31193",1986-05-27,24.5,15.2,212,0,19.85
"31194",1986-05-28,18.1,10.1,38,0,14.1
"31195",1986-05-29,13.3,7.6,28,0,10.45
"31196",1986-05-30,11.8,5.9,19,0,8.85
"31197",1986-05-31,14.4,5.8,0,0,10.1
"31198",1986-06-01,17.8,4.8,109,0,11.3
"31199",1986-06-02,16.8,9.3,59,0,13.05
"31200",1986-06-03,20.6,7.7,69,0,14.15
"31201",1986-06-04,15.6,6.4,68,0,11
"31202",1986-06-05,12.9,5.4,10,0,9.15
"31203",1986-06-06,12.5,6.4,8,0,9.45
"31204",1986-06-07,10.9,4.9,37,0,7.9
"31205",1986-06-08,19,8.8,0,0,13.9
"31206",1986-06-09,23.5,8.2,0,0,15.85
"31207",1986-06-10,26.6,9,113,0,17.8
"31208",1986-06-11,17,9.8,146,0,13.4
"31209",1986-06-12,12.9,9,5,0,10.95
"31210",1986-06-13,14.7,10.1,0,0,12.4
"31211",1986-06-14,18.3,11.7,0,0,15
"31212",1986-06-15,24.9,15.5,0,0,20.2
"31213",1986-06-16,26.3,14.7,42,0,20.5
"31214",1986-06-17,25,14,0,0,19.5
"31215",1986-06-18,24.7,14.9,0,0,19.8
"31216",1986-06-19,26.6,15.4,1,0,21
"31217",1986-06-20,27.4,15.1,2,0,21.25
"31218",1986-06-21,28.3,16.6,0,0,22.45
"31219",1986-06-22,31.1,16.6,0,0,23.85
"31220",1986-06-23,31.2,17.9,0,0,24.55
"31221",1986-06-24,23.1,12.8,0,0,17.95
"31222",1986-06-25,27.3,11.7,0,0,19.5
"31223",1986-06-26,29.6,13,0,0,21.3
"31224",1986-06-27,30.7,15,0,0,22.85
"31225",1986-06-28,30.3,14.8,0,0,22.55
"31226",1986-06-29,29,14.8,0,0,21.9
"31227",1986-06-30,27,14.4,0,0,20.7
"31228",1986-07-01,28,14.1,0,0,21.05
"31229",1986-07-02,29.7,13.6,0,0,21.65
"31230",1986-07-03,26.6,16.2,0,0,21.4
"31231",1986-07-04,27.6,15.2,0,0,21.4
"31232",1986-07-05,29,15,30,0,22
"31233",1986-07-06,22,15.2,371,0,18.6
"31234",1986-07-07,21,13.5,3,0,17.25
"31235",1986-07-08,19,12.6,0,0,15.8
"31236",1986-07-09,19.7,12.4,10,0,16.05
"31237",1986-07-10,18.9,11.5,0,0,15.2
"31238",1986-07-11,19.8,10.5,8,0,15.15
"31239",1986-07-12,20.3,11,13,0,15.65
"31240",1986-07-13,18.7,9.9,0,0,14.3
"31241",1986-07-14,21.7,8.5,0,0,15.1
"31242",1986-07-15,24.3,8.4,0,0,16.35
"31243",1986-07-16,27.4,10.3,0,0,18.85
"31244",1986-07-17,28.4,13.7,26,0,21.05
"31245",1986-07-18,20.4,13.3,0,0,16.85
"31246",1986-07-19,20.2,12.9,1,0,16.55
"31247",1986-07-20,22.2,9.7,0,0,15.95
"31248",1986-07-21,24.9,11.5,0,0,18.2
"31249",1986-07-22,27.8,12.4,0,0,20.1
"31250",1986-07-23,27.5,15.5,67,0,21.5
"31251",1986-07-24,18.9,10.7,0,0,14.8
"31252",1986-07-25,23.5,8.6,3,0,16.05
"31253",1986-07-26,26.6,14.6,0,0,20.6
"31254",1986-07-27,27,14.5,0,0,20.75
"31255",1986-07-28,30.3,14.4,0,0,22.35
"31256",1986-07-29,31.7,17.7,0,0,24.7
