"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","Chilling_Hours","Utah_Model","Chill_Portions","GDH","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","ACC_TMAX_Fall","ACC_TMAX_Spring","ACC_TMAX_Winter","ACC_TMIN_Fall","ACC_TMIN_Spring","ACC_TMIN_Winter","ACC_TAVG_Fall","ACC_TAVG_Spring","ACC_TAVG_Winter","ACC_PRCP_Fall","ACC_PRCP_Spring","ACC_PRCP_Winter","AVG_TMAX_Fall","AVG_TMAX_Spring","AVG_TMAX_Winter","AVG_TMIN_Fall","AVG_TMIN_Spring","AVG_TMIN_Winter","AVG_TAVG_Fall","AVG_TAVG_Spring","AVG_TAVG_Winter","AVG_PRCP_Fall","AVG_PRCP_Spring","AVG_PRCP_Winter","bloom_doy"
1957,0,0,0,0,1.45,7.6,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.2,9.8,9.8,9.8,9.8,11.85,16.5,19.35,24.45,26.25,26.5,29.2,32.95,37.7,41,44.25,46,49.25,51.55,54.45,54.8,56.95,56.95,56.95,56.95,56.95,56.95,56.95,59.9,67.6,72.05,72.25,72.25,72.25,72.75,73.65,77.2,79.9,84.25,90.8,95.45,101.8,106.6,112.2,119,126.1,133.6,141.25,147.5,155,162.2,171.35,180.5,188.5,194.65,203.35,209.1,215.75,223.1,232,240.75,246.1,248.9,253.6,257.7,261.2,263.75,269.8,277.65,285.3,288.55,289.15,291.4,294.75,296,297.15,297.3,297.3,297.3,300.4,307.3,312.5,320.5,329.35,336.7,343.8,354.35,364.35,374.95,384.95,392.7,403.7,414.55,426.95,435.15,441.6,447.15,453,457.15,458.95,459.7,461.8,465.85,476.55,488.1,498.75,509.35,521.45,534.4,543.05,900,689.5,42.8436728571456,577.929001706169,118,106,15.2315462117278,103.5,11.7686022959398,1342,1494.9,464.7,485.8,412.8,-118.3,913.9,953.85,173.2,1497,951,1367,14.7472527472527,16.2489130434783,5.16333333333333,5.33846153846154,4.48695652173913,-1.31444444444444,10.0428571428571,10.3679347826087,1.92444444444444,16.4505494505494,10.3369565217391,15.1888888888889,84
1958,0,0,0,0,1.5,5.35,7.9,7.9,7.9,7.9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,10.75,10.75,15.75,22.85,29.05,33.75,41.3,50.8,61.5,70.05,79.15,82.25,82.25,82.25,82.25,83.4,83.4,83.4,88.25,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,96.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,101.8,105.45,109.45,116.45,123.75,130.15,133.55,134.85,135.45,135.45,142.65,144.75,144.75,144.75,145.2,145.2,145.2,145.2,145.2,145.25,149.15,151.55,151.55,152.45,154.05,159.25,167.65,177.5,184.9,191.45,197.65,203.6,208.9,214.4,218.9,225.75,231.3,239.8,251.45,263.6,274.1,286.05,298.35,313.65,330.7,349.75,367.25,384.2,398.05,406.7,420.95,430.1,435.8,1015,947,42.1578106959608,828.32625687733,84,109.8,14.4637477854116,106.2,10.8811764069884,1326.7,1281.2,598.6,589.9,292.7,-49.9,958.3,786.95,274.35,1535,1563,2016,14.5791208791209,13.9260869565217,6.65111111111111,6.48241758241758,3.18152173913043,-0.554444444444445,10.5307692307692,8.55380434782609,3.04833333333333,16.8681318681319,16.9891304347826,22.4,115
1959,0,0,0,0,0,0,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,4.55,9.45,15.15,20.85,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.4,23.2,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,25.05,25.65,27,28.15,28.85,30.95,35.15,39,43.2,49.35,55.05,59.85,63.75,71,79.2,83.55,89.05,91.3,95.3,100.15,103.1,105.85,107.45,107.8,107.8,108.55,111.25,117.25,124.1,131.7,139.4,149.45,157.3,162.45,167.65,172.3,177.85,184.8,189.5,194.05,199.2,204.7,211.2,221.7,231,240.75,244.9,251.55,254.9,257.3,261.45,270.6,282.15,294.4,305.05,313.3,318.1,324.9,328.75,331.75,331.75,333.4,337.35,342.95,352.3,360.7,369.7,377.15,384.3,389.3,392.15,397.65,403.4,410.95,418.65,428.7,439.65,453.25,467.55,481.25,496.85,510.45,520,528.6,535.8,545.35,1059,916.5,43.1883680758851,702.836208577404,115,105,15.8113883008419,104.7,11.7572672561839,1450.3,1589,567.7,435.3,484.3,-111.4,942.8,1036.65,228.15,1310,2316,1386,15.9373626373626,17.2717391304348,6.30777777777778,4.78351648351648,5.26413043478261,-1.23777777777778,10.3604395604396,11.2679347826087,2.535,14.3956043956044,25.1739130434783,15.4,92
1960,1.85,4.55,8.05,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,12.35,12.35,14.45,16.7,16.8,19.25,22.6,23.9,25,25,25,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,26,26,26.1,26.1,26.1,26.1,26.1,28.85,31.2,32.4,34.85,38.7,43,48.35,55.05,62.45,68.9,70.7,74.5,79.05,81.95,83.6,83.6,83.6,83.6,87.45,92.05,97.2,102.15,107.35,109.05,111.3,112.55,112.55,112.55,112.55,112.8,114.8,116.95,123.05,130.85,139.25,147.1,154.25,160.95,167.35,173.7,179.5,187.05,194.1,200.35,207.45,216.6,226.95,235.6,246.75,256.9,263.4,269,275.55,280.8,284.5,287.2,288.65,292.05,297.95,306.35,314.15,321.5,325.45,330.65,334.15,334.15,335.5,337.2,337.4,339.05,341,345.1,349.25,356.35,363.8,371.75,381.05,390.55,401.7,414.35,426.3,441.05,456.5,470.95,485.95,703,706,38.2948307705994,1785.20540541374,92,100.6,15.0266430050095,104.1,12.169634341261,1343.2,1515.7,432.6,545.3,417.5,-168.5,944.25,966.6,132.05,2172,1485,1328,14.7604395604396,16.475,4.75384615384615,5.99230769230769,4.53804347826087,-1.85164835164835,10.3763736263736,10.5065217391304,1.4510989010989,23.8681318681319,16.1413043478261,14.5934065934066,94
1961,0,0,3.6,3.6,3.6,3.6,3.6,3.6,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,5.6,7.05,12.65,13.45,14.6,14.6,14.6,14.6,18.05,20.8,22.4,27.5,31.45,33.65,37.5,43.3,48.55,53.5,57.55,57.55,60.8,61.75,61.75,62.75,63.65,67.2,75.85,82,88.7,98.5,104,106.85,108.35,110.55,113.85,115.45,120.4,126,130.55,138.45,145.6,153.05,159.05,167,171.9,177.8,183.7,193.55,202,203.7,204.85,206.05,206.05,208,211.95,216.1,222.15,226.2,226.95,229.7,235.4,242.85,248.65,257.4,266.3,274.45,287,299.6,310.85,324.7,333.3,345.15,355.35,366.35,378.9,388.75,395.95,402.95,411.8,419.5,428,437.25,447.3,456.7,461.95,467.3,474.8,484,491.6,498.95,507.5,513.45,522.4,531.85,542.25,556.45,571.55,582.5,592.75,602.75,611.1,617.75,622.15,627.25,639.05,653.45,665.35,674.85,698,713,36.6637988115711,1740.52844657306,94,92.8,13.8094170767632,101.2,14.389811210251,1538.5,1576.1,621.6,687.4,537.7,18.1,1112.95,1056.9,319.85,1330,1874,1657,16.9065934065934,17.1315217391304,6.90666666666667,7.55384615384615,5.8445652173913,0.201111111111111,12.2302197802198,11.4880434782609,3.55388888888889,14.6153846153846,20.3695652173913,18.4111111111111,79
1962,0,0,0,0,0,0,0,0,0,1.3,5.45,7.95,10.7,10.95,10.95,10.95,10.95,10.95,12.7,18.25,23.5,25.6,25.65,27.35,31.9,35.5,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,39.2,41.15,41.15,42.5,42.5,42.5,42.5,42.75,43.05,43.05,43.05,43.05,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,46,50.15,53.45,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,55.85,58.15,63.45,73,79.95,83.9,88.8,94.8,99.95,102.5,103.3,105.1,110.9,113.3,115.85,119.7,124.3,126.8,126.8,127,130.5,133.75,141.75,152.45,162.4,173.25,187.05,200.1,213.95,227.95,241.3,251.2,256.85,261.6,264.35,265.75,271.45,277.9,288,298.05,309.1,324.55,340.6,351.75,359.7,367,374.15,380.05,385.6,390.3,396.75,654,486.5,33.3230591301665,538.104786740077,79,99,15.7003184681076,102.5,15.0425322927284,1318.8,1250.8,362.6,439,302.4,-242,878.9,776.6,60.3,889,2124,1759,14.4923076923077,13.595652173913,4.02888888888889,4.82417582417582,3.28695652173913,-2.68888888888889,9.65824175824176,8.44130434782609,0.67,9.76923076923077,23.0869565217391,19.5444444444444,115
1963,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.35,6.75,11.05,15,16.05,19.65,22.6,26.8,30,32.7,38.85,45.3,50.95,54.6,55.9,55.9,55.9,55.9,57.9,59.5,62.9,65.8,70.4,72.2,73.2,73.4,75.15,76.6,78.95,82.15,85,89.8,97.55,102.3,111.55,117.6,124.25,129.75,134.75,142.25,152.55,164.2,171.85,179.55,189.45,198.45,207.8,216.75,225.65,235.25,244.2,252.05,261.75,273.55,282.2,290.7,297.4,302.5,307.45,313.2,321.3,331.15,344.55,354.8,365.2,373.1,380.1,390.25,397.95,403.85,408.75,541,538,34.7496461935371,2646.24793555124,115,98.8,15.4499190936393,104.3,15.2537791310146,1510.8,1391.9,-29.1,644.7,422.3,-648.6,1077.75,907.1,-338.85,1749,1520,883,16.6021978021978,15.129347826087,-0.323333333333333,7.08461538461538,4.59021739130435,-7.20666666666667,11.8434065934066,9.85978260869565,-3.765,19.2197802197802,16.5217391304348,9.81111111111111,114
1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.95,3.45,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.9,5.9,5.9,5.9,5.9,5.9,9.2,15.05,16.95,22.5,25.95,31.55,36.3,38.15,39.95,39.95,39.95,39.95,39.95,39.95,39.95,39.95,40.05,40.8,41,44.2,47.8,48.55,48.55,48.55,48.55,48.55,53.65,58.6,63.85,69.05,75.65,82.25,84.9,85.65,85.65,85.65,87,87,91.35,96.15,104.6,108.3,109.1,109.1,109.6,112.65,119.85,128.75,138.35,146.75,155.1,161.6,169.95,182.1,193.5,206.05,215.65,223.95,232.35,241.05,248.25,253.35,258.7,264.25,273.75,285.15,295.9,303.9,312.5,321.05,330.85,341.75,350.55,360.1,372.65,383.2,391.35,402.2,413.65,428.45,445.35,457.7,467.4,840,705.5,39.3211460294195,1223.42387382669,114,101.8,15.2545075305629,103.4,14.743736900046,1360.2,1420.3,349.6,585.2,479.6,-214.3,972.7,949.95,67.65,1496,2390,542,14.9472527472527,15.4380434782609,3.84175824175824,6.43076923076923,5.21304347826087,-2.35494505494506,10.689010989011,10.3255434782609,0.743406593406593,16.4395604395604,25.9782608695652,5.95604395604396,107
1965,0,0,0,0,0,0,0,0,0.35,2.5,2.5,2.5,2.7,2.7,2.7,2.7,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.5,7.75,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,13.05,13.9,19.75,26.05,32.3,37.45,42.85,46.65,51.85,58.6,65,70.75,76.7,81.55,86.35,92.05,99.3,106.55,113.3,119.8,124.7,131.25,139.65,149.35,158.9,167.55,175.3,181.85,187.55,192.85,198.1,202.25,206.85,210.65,213.4,218.5,221.75,225.6,227.85,227.85,228.75,231,236.05,241.4,244.45,250.75,253.6,255.95,260.35,266.1,273.55,284.8,295.05,305.9,311.6,317.6,324.1,335.8,345.7,355.9,362.1,369.6,380.3,395.25,411.2,426.55,917,896,42.3912805605424,1501.4301553638,107,103.4,14.6389890361322,102,14.0633487398193,1268.2,1326.9,465.3,506.2,391.7,-102.1,887.2,859.3,181.6,2470,2911,1566,13.9362637362637,14.4228260869565,5.17,5.56263736263736,4.25760869565217,-1.13444444444444,9.74945054945055,9.34021739130435,2.01777777777778,27.1428571428571,31.6413043478261,17.4,102
1966,4.55,7.75,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,9,11.5,11.55,11.55,11.55,13.45,15.55,17.65,20.55,23.9,29.6,31.8,34.3,36.55,38.8,43.55,49.45,54.05,61.65,66.55,68.95,70.15,70.15,70.15,70.15,70.15,70.15,76,79.55,82.2,86.25,92.1,95,97.35,101.45,107.55,113.8,118.3,121.25,123.2,124.25,126.05,128.2,130,130.7,133,136.95,141.6,144.05,144.05,144.05,144.05,144.05,145.05,145.75,145.75,148.2,149.1,151,154.35,156.75,157.75,157.75,157.75,162.75,166.1,166.1,166.1,168.2,172.55,178.95,185.35,192.05,198.75,206.45,215.1,224.1,231.65,238.9,244.85,251.75,259.35,268.8,276.65,283.8,289.8,297.45,307,314.45,317.9,321.75,330.5,340.6,346,353.35,364.8,375,384.15,396,407.1,420.5,434.5,448.2,460.55,468.2,474.3,480,485.65,491.8,501.5,513.5,526.6,541.35,555.5,570.9,991,735.5,41.2388533872042,843.167035746971,102,107.2,7.39594483484024,100,12.9099444873581,1360.5,1415.6,560.6,642.8,509.9,-34.1,1001.65,962.75,263.25,1632,2431,1746,14.9505494505495,15.3869565217391,6.22888888888889,7.06373626373626,5.54239130434783,-0.378888888888889,11.0071428571429,10.4646739130435,2.925,17.9340659340659,26.4239130434783,19.4,98
1967,4.4,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,6.8,11.2,16.65,19.15,23.6,27.65,29.6,31.65,36.15,41.4,46.25,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,47.55,47.55,52.3,55.25,60.75,66.3,71.3,71.95,75.05,81.1,84.5,89.9,92.75,94.2,98.9,101.75,108.25,114.45,120.9,129.15,135.45,140.3,145.05,148.85,152.65,153.35,156,157.5,159.7,161.6,161.6,163.55,167.75,172.05,174.9,177.2,181.5,184.9,190.2,195.1,196.6,197.4,197.45,197.55,198.6,201.85,205,211.1,212.25,212.35,213.55,221.25,227.25,233.8,240.5,248.15,256.1,260.4,269.15,277.9,285.7,288.8,296.55,301.25,302.35,302.75,304.55,304.55,305.5,307.7,311.35,317.15,325.8,333,336.9,338.15,341.9,350.8,357,364.8,375.05,384.75,397.25,411.15,427.45,442.7,457.75,469.55,480,823,706,36.8472672737146,863.524157669433,98,103,7.81024967590665,101,11.8790197874703,1452.4,1380.2,451.1,634.5,432.6,-110.2,1043.45,906.4,170.45,1962,2007,1310,15.9604395604396,15.0021739130435,5.01222222222222,6.97252747252747,4.70217391304348,-1.22444444444444,11.4664835164835,9.85217391304348,1.89388888888889,21.5604395604396,21.8152173913043,14.5555555555556,94
1968,0,0,0,0,0,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,6.6,8.4,8.4,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.85,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,11.95,11.95,11.95,12.65,12.65,12.65,14.2,18.65,21.2,21.55,21.55,21.55,21.55,24,25.75,29.3,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,34.05,34.05,34.05,34.05,34.05,36.05,36.45,37.35,41.15,43.65,46.5,50.25,51.1,55.6,64.3,73.75,81.8,88.55,97.9,108.9,119.35,128.45,135.6,142.1,145,147,151.25,151.95,154.9,154.9,155.4,157.1,158.75,158.75,158.75,163.5,170.35,179.95,191.7,204.3,218.1,232.95,249.3,265.75,280.15,289.25,293.65,301,309.65,319.95,326.9,333.15,341.25,349.75,360.45,374.3,385.6,392.85,397.05,401.4,410.2,421.2,429.9,435.65,441.65,449.6,458.85,830,652,36.8941270572313,1117.44690622858,94,100.8,4.96990945591567,99.8,10.8709602969461,1337.3,1397.7,391.8,669.4,424,-98.4,1003.35,910.85,146.7,2225,2091,1789,14.6956043956044,15.1923913043478,4.30549450549451,7.35604395604396,4.60869565217391,-1.08131868131868,11.0258241758242,9.90054347826087,1.61208791208791,24.4505494505494,22.7282608695652,19.6593406593407,103
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.9,3.1,4.05,4.05,4.05,4.05,4.25,5.55,6.5,6.55,6.55,8.95,12.5,13.5,15.95,18.7,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,21.85,23.3,24.6,26.7,26.7,26.7,28.15,28.15,28.15,28.85,28.85,28.85,28.85,28.85,28.85,28.85,28.85,32,35.15,39.2,45.9,51.1,56.5,64.15,70.8,76.15,82.6,84.6,88.15,89.25,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,94.45,99,100.1,100.6,102.75,105.7,111.55,119.5,127.9,136.5,146,154.8,160.95,162.75,163.35,165.3,170.6,171.9,171.9,171.9,171.9,176.75,182,184.95,190.75,202.35,216.4,224.9,232.1,238.25,242.8,252.3,264.55,275.75,282.9,292.8,301.2,308.45,315.3,322.75,331.8,344.6,360.15,378.5,396.95,412.65,422.7,463,450,33.3832467855586,1819.07866783731,103,102,7.10633520177595,101.9,11.2195266289527,1474.4,1317,242.5,618.2,440.2,-241.8,1046.3,878.6,0.350000000000001,1204,2144,1511,16.2021978021978,14.3152173913043,2.69444444444444,6.79340659340659,4.78478260869565,-2.68666666666667,11.4978021978022,9.55,0.0038888888888889,13.2307692307692,23.304347826087,16.7888888888889,113
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.75,3.6,4.9,6.45,6.45,6.55,6.55,6.55,6.55,6.55,11.65,14.95,15.9,16.2,16.2,17.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,22.65,24.15,28.05,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,31.15,31.15,31.15,31.15,31.55,34.2,34.2,35.65,41.2,45.05,50.55,57.75,60.95,64.9,64.9,64.9,64.9,69.05,74.05,75.5,75.5,75.5,75.5,75.5,75.5,76.9,76.9,77.55,78.2,79.05,80.35,85.8,87.2,91.05,99.45,112.8,125.95,135.4,139.4,143.65,153.15,164.35,173.95,183.45,188.8,192.45,196.15,197.45,197.85,201.6,203.85,210.05,218.85,228,239.15,250.9,259.5,268.25,276.3,283.35,290.4,299.05,310.45,321.7,331,737,659,36.1089644511213,2041.37365555732,113,104.4,8.90505474435727,103.9,11.4353253852554,1429.7,1133.4,339.4,607.7,368.5,-112.9,1018.7,750.95,113.25,1421,2183,2371,15.710989010989,12.3195652173913,3.77111111111111,6.67802197802198,4.0054347826087,-1.25444444444444,11.1945054945055,8.1625,1.25833333333333,15.6153846153846,23.7282608695652,26.3444444444444,114
1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,2.85,6.8,8.5,13.85,16.65,18.85,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,20.65,22.4,23,23,23,24.05,24.05,24.05,24.05,24.8,24.8,24.8,24.8,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,29.1,32.4,33.8,36.1,38.65,42.15,46.35,49.1,52.2,53.8,53.8,53.95,58.4,59.6,60.3,60.75,61.1,64.65,67.75,72.1,76.25,81.9,88.8,97.1,105,112.6,122.85,131.9,140.7,147,154.05,161,169.55,179.15,190.2,197.95,203.7,212.5,224.8,236.05,251.2,266.6,271.3,275.65,283,287.15,291.15,295.85,301.4,305.7,309.1,313.4,319.95,327.9,339.3,351.85,366.8,382.75,397.7,410.55,424.4,439.8,453.55,466.2,480.8,954,813,44.8019819381499,839.957983770714,114,106.2,8.16700679563817,106.7,7.36432843736164,1357,1391.1,411.1,466.1,420.8,-177.9,911.55,905.95,116.6,1167,1265,906,14.9120879120879,15.120652173913,4.56777777777778,5.12197802197802,4.57391304347826,-1.97666666666667,10.017032967033,9.84728260869565,1.29555555555556,12.8241758241758,13.75,10.0666666666667,107
1972,0,0,0,0,0,0,0,0,0.9,0.9,4.3,6,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,7.8,8,9.1,12.95,15.9,16.6,16.8,18.35,19.6,20.2,20.35,20.35,21.7,21.7,22.4,22.4,22.4,25.15,26,26,28.3,28.3,28.3,28.85,28.85,28.85,30.5,32.4,33.8,34.95,34.95,36.55,37.55,40.85,42.95,44.2,44.2,44.2,46.35,50.65,54.9,60.5,66.4,74.8,83.1,91.1,97.65,104.65,111.4,116.2,121.85,128.65,132.2,134.5,138.25,142.05,146.2,150.5,159.8,169.25,179.55,186.8,192.65,203.4,209.65,215.85,222.5,226.6,230.45,235.3,241.5,244.8,246.95,247.9,250.05,252.75,254.9,257.85,263.7,267.95,272.9,273.65,275,276.75,278.55,282.95,294.25,305.75,315.7,325.95,333.6,341.55,351.1,362.3,373.6,382.9,390.9,396.95,401.55,408.35,411.95,414.65,708,692.5,34.7633104927027,1567.76135995421,107,106.8,7.08519583356734,104.9,7.30981075906438,1295.6,1323.2,405,400.5,477.7,-115.4,848.05,900.45,144.8,1622,1376,985,14.2373626373626,14.3826086956522,4.45054945054945,4.4010989010989,5.19239130434783,-1.26813186813187,9.31923076923077,9.7875,1.59120879120879,17.8241758241758,14.9565217391304,10.8241758241758,97
